id,price,moonRank,💎 score (%),storeURL,Accessories,Background,Celestial Accessories,Clothe,Eyes,Face,Hair,Mouth,Skin
4303,4,8386,25.24,https://solanart.io/search/?token=8XYqK7Ua6zc9AQJ1Fxsg5ENsbKeMRUhNmSjYHpx516Zv,,Purple,,Jumper Pink,Possessed,,Textured Green,Stiched,Undead
4309,1.9,8662,45,https://solanart.io/search/?token=HVyFHcVNgwsGGxmPfFtyGb4bp2F7dfpGfoBk7rdsKCaq,,Purple,,Suit Classic,Orange,,Man Bun Red,Fang,Tan
4312,2.2,3072,67.17,https://solanart.io/search/?token=Aj8us64fxaoKMyAJ2AoRGMwjEpX6b7jgJPQTiZVwiALG,Bandage,Purple,,Oni Suit,Fire,Cigarette,Man Bun Red,,Tan
4332,1.1,3929,74.31,https://solanart.io/search/?token=9vXCKwzyA8fvvyoyiPwTQ6Byye211gtUJETSncv3Ccey,Neck Scar,Blue,,Shirtless,Purple,Noh Mask,Ponytail Red,,Pale
4335,1.99,6394,54.31,https://solanart.io/search/?token=Bg1xwuQCMjVANtw2Tbr84KimYVuD9gzucxFrSCYUht9B,Nose Scar,Green,,Slayer Uniform,Samsara,,Long Black,Angry,Tan
4339,1,3531,77.1,https://solanart.io/search/?token=G6YcVcTgDkwRqHFo5yPGAyTdQ63pR2WXDKf4WrYYCUY1,Nose Scar,Red,,T Shirt Teal,Fire,Fox Mask,Textured Purple,,Undead
4345,0.61,2991,83.43,https://solanart.io/search/?token=J3dM3S7MV2fHJ2tfaop5dGkP6iUBv4M92oMrTCY5bH3S,Cheek Scar,Black,,Dark Celestial,Nymph,Snake Tongue,Dreads Red,,Tan
4351,2.1,5419,57.6,https://solanart.io/search/?token=2ShaZzV3XUPxFms8qibahoAXXqMUJ3aezG3xoZDQaNoi,Cheek Bandage,Mystic Blue,,Jumper Pink,Samsara,,Man Bun Red,Neutral,Tan
4354,3.5,7202,35.57,https://solanart.io/search/?token=Uv2EQ4SUCZGRPSvu8HanFHCUHE89ZiAQUNKmABT8yFG,X Choker,Yellow,,T Shirt Red,Closed,,Spiky Blue,Smirk,Tan
4363,2,822,79.3,https://solanart.io/search/?token=FZfPr86BcHQqyai3WKBvSYnt4jQegiJGRXVdo3JYYM1g,Eye Patch,Mystic Red,,Montsuki,Purple,Bubblegum,Goblin,,Pale
4365,5,370,51.33,https://solanart.io/search/?token=DJQZrBpeuqa7na8bi1RJn3UZvNxF2C7JPkRnVu5i5j8w,,Mystic Blue,Revenger Earring,Jumper Navy,Orange,Gas Mask,Fox,,Undead
4376,50,35,0,https://solanart.io/search/?token=2KsTaCjVq48PNZiZAv2uSjMhy8Xu9qbM1ERRxUHrKkbZ,,Black,Amaterasu's Necklace,Shinto Uniform,Possessed,Bubblegum,Dreads Teal,,Zombie
4390,3.5,8804,28.36,https://solanart.io/search/?token=5gBjCtXp8Y9q6Gv5UETHpJmXr9c1F149fkq7hbP7KjiR,,Green,,T Shirt Navy,Samsara,,Ponytail White,Goblin,Tan
4404,0.99,4360,73.47,https://solanart.io/search/?token=3px1Vv5Ra2c8E9KRWDN2PpDHtooGDzDtrsqrXTwSVwtz,Neck Scar,Black,,Hoodie,Samsara,Ninja Mask,Man Bun Red,,Pale
4409,3.5,5083,45.11,https://solanart.io/search/?token=Cgsc9i7zmB1Dw6gaiX37cUhF5sPLaLqWpn8BsguGJjvX,Neck Scar,Yellow,,Jumper Navy,Samsara,Bubblegum,Dreads Teal,,Undead
4416,1.5,5727,62.21,https://alpha.art/t/DUVQZB27JkFKDZQh4sB4BH3VyzFxC3p9Aw1Ei7iM9ZAh,,Black,Oni Earring,T Shirt Teal,Devil,,Long Black,Angry,Tan
4419,60,39,0,https://solanart.io/search/?token=8LwayS3BWf5wwdz496omtCCPYDFqNrWHnRjKBWv4Q67N,,Green,Royal Blue Earring,Elementalist,Bulls Eye,Snake Tongue,Long Teal,,Dragon
4420,2,6058,55.72,https://solanart.io/search/?token=7ZJg2MCKpuC68WtEYUoNTREYH179XBoaKTXrNECYVdPq,Cheek Bandage,Purple,,Gangster Jacket,Purple,,Man Bun Teal,Smirk,Undead
4424,0.39,2287,88.8,https://magiceden.io/item-details/6K1TaQpnLvQvR1yQywqUtvpGFvWBiYqtoR5ZWeK1DS8r,,Purple,Amaterasu's Necklace,Ninja Vest,Devil,Snake Tongue,Long Teal,,Tan
4425,1,3549,77.02,https://solanart.io/search/?token=4JEnRZGQfdDBLpZdu7SQHZbX8qTfUn9ZxFb33WFy24xL,,Black,Amaterasu's Necklace,Arctic Jacket,Orange,,Spiky Teal,Shark,Tan
4426,3.6,7715,32.26,https://solanart.io/search/?token=8bENfuDmfPrrhurM1Rs81W9DFhgcPP3x2QaYhhUpdWdd,Neck Scar,Black,,Suit Purple,Purple,,Dreads Rose,Angry,Undead
4429,3.5,947,63.74,https://solanart.io/search/?token=55qMw3xLuKz3zVMu5cd6Txk8ZJj1SwuY53VqDnH1jtKa,,Red,Ruby Earring,Celestial Suit,Fire,Ninja Mask,Dreads Rose,,Undead
4438,2.2,3070,67.18,https://solanart.io/search/?token=EWinSNuMEaND5n7xHonc19UvhMuCNv3ZSB6cqwgTYnJw,Nose Ring,Green,,Changpao,Bulls Eye,Snake Tongue,Long Cyan,,Pale
4439,3,2487,61.8,https://solanart.io/search/?token=EJF7LoU7JSdLamHT7hM11rW6ogCL2MrEsX6GNURrjaiw,,Green,Dragon Earring,KAM1 Jacket,Devil,Face Mask,Man Bun Teal,,Undead
4441,2.2,5373,56.81,https://solanart.io/search/?token=543QJQ9MATZUvwhP8iyUWQ53gfZPkoMpKxhXmVGHvDMr,,Black,Ruby Earring,T Shirt Red,Closed,,Man Bun Green,Angry,Undead
4444,2,8365,45.34,https://solanart.io/search/?token=7gRKNXeGU93kMrkCHwgkwz8brecR6NzwzqZMgzPXpC91,,Green,,Jumper Yellow,Nymph,Face Mask,Ponytail Red,,Tan
4460,1.99,6985,51.65,https://alpha.art/t/GeyTs4TXc77iGRsdyLsPnpMpcWcPocK5BeguGiYkP4VG,Nose Ring,Blue,,Shihakusho,Samsara,,Textured Teal,Neutral,Pale
4470,2,8067,46.68,https://solanart.io/search/?token=ASzpcuN8CkAj27aXCeeQufPsh1NGUnU8CiTxJ57nGq41,Rope Choker,Purple,,KAM1 Jacket,Purple,,Spiky Purple,Neutral,Tan
4471,2.45,1367,72.35,https://solanart.io/search/?token=CjDfeRaJ5jBYsRuVLwxXc3u9BkPuz2wAf1mGUZixJXhj,,Red,Dragon Earring,Jumper Pink,Samsara,Snake Tongue,Fox,,Pale
4474,28,398,0,https://solanart.io/search/?token=B7Tagw2Jt6Bo5jXUDBdf9q2Ybxhm1ELH2e9sC7A2SbWx,,Mystic Blue,Wu Zhu Earring,Emperor Suit,Closed,,Fox,Neutral,Undead
4477,2.2,8791,41.42,https://solanart.io/search/?token=Gb87q1Yu9murDwPmE7Xhppyt7fB87aMR5S8ZWPBy7xVC,,Green,,Tanktop Red,Purple,,Long Black,Stiched,Tan
4479,3.6,6115,39.47,https://solanart.io/search/?token=8BMSXZcmA95q72ENX7739Aa8Hpu8KwAVGZe1RSoDM8pk,Cheek Bandage,Green,,Slayer Uniform,Orange,,Textured Teal,Angry,Tan
4482,2.3,2113,70.49,https://solanart.io/search/?token=8ryZRAE68uuC3WSja2T1w2ZHTwx49rszFSNegeuMnbAm,Neck Scar,Yellow,,Hoodie,Devil,Bubblegum,Ponytail Green,,Pale Tattooed
4487,2,6052,55.75,https://solanart.io/search/?token=GRhJFHbgDQptU9qmMhkPNPvnqwBGhZBpB8Zi2hZ1gKk4,Oni Talisman,Green,,Montsuki,Devil,,Long Red,Smirk,Undead
4490,2.1,4307,62.61,https://solanart.io/search/?token=2dNJU7tYFDMDbBfgHUVCZaFeu3ZFmbHFsNmsDqCBdxGp,Cheek Scar,Green,,Tanktop Red,Samsara,Ninja Mask,Long Teal,,Undead
4496,2.8,5666,49.49,https://solanart.io/search/?token=AQ1WDziXLJWYQhmWXXJAmtkMKhTtR2nFZ3Sf3zf4BLg7,,Purple,Dragon's Fang,Skeleton T Shirt,Nymph,,Ponytail Black,Angry,Tan
4508,4,7742,28.14,https://solanart.io/search/?token=7BwbUzsnced5c3NNrLNhRqLQAJAzgkjdmd4EMZttSbKz,Ear Cuffs,Purple,,Ninja Vest,Devil,,Spiky Teal,Angry,Pale
4512,4,5173,39.71,https://solanart.io/search/?token=bXtypjpvJyeDLffQpKWPCs2NUn84WM5o7gt5JWutiUA,,Purple,Hanbok Earring,Ninja Vest,Devil,,Long Teal,Angry,Undead
4516,0.4,8571,60.41,https://alpha.art/t/ADkTQrs6TtT2XzjEyTSsRMWPEV2YFcR77Z3W4rcoT7AW,,Yellow,,Gangster Jacket,Nymph,,Dreads Red,Angry,Pale
4519,2,7612,48.73,https://solanart.io/search/?token=FguXZKKU8XKeaSvv9GGfuTTCLAynSzR7w62XuQv7Wwji,Cheek Scar,Green,,T Shirt Red,Devil,,Dreads Red,Shark,Tan
4522,9.99,1473,0,https://solanart.io/search/?token=8xKnUrnc6MCLB7PUwbGnutCnnYrkjpqWTC3GosHYigTR,X Choker,Mystic Red,,Ninja Vest,Devil,,Man Bun Teal,Fang,Kaisen
4529,7.9,2023,14.89,https://solanart.io/search/?token=8aTyZ6X8tXHB22GNeij7TN7vxKutPnoGAJsHFFjWL9b5,Pain Piercing,Green,,Emperor Suit,Possessed,,Textured Purple,Neutral,Pale
4542,0.55,3463,81.91,https://solanart.io/search/?token=9jVcaLqXdTguK6up2F9XWVUBYtPV6odLhJ77gnTy4A9T,Eyebrow Scar,Green,,Suit Classic,Fire,Noh Mask,Textured Green,,Pale
4554,2.6,5512,52.18,https://solanart.io/search/?token=x6eNceKFgFT8Ybuj2zEZT3nxztCGA2Thp3d26ySVfNf,Ear Cuffs,Mystic Red,,Tanktop Teal,Orange,,Long Red,Neutral,Pale
4557,3.3,3148,55.83,https://solanart.io/search/?token=418iZzBCdozkKoU75pjghh8YV6n1owtdhTgTkwWhkpFL,Neck Scar,Green,,KAM1 Jacket,Galactic,,Long Cyan,Angry,Tan
4565,0.5,5227,74.47,https://solanart.io/search/?token=DzAHfgpGvwED29PdL5z9d3s1LwJ8EnUFmi1kmWTCEyqG,,Red,Amaterasu's Necklace,Tanktop Teal,Bulls Eye,,Spiky Teal,Angry,Undead
4577,0.7,8218,59,https://solanart.io/search/?token=FxGaonyqoNwwx3FkBGGcmD9ehGJ6QeMFmsCuaY284Dh,,Yellow,,Jumper Yellow,Bulls Eye,,Man Bun Navy,Neutral,Kaisen
4595,2,6262,54.81,https://solanart.io/search/?token=CpEFXqPPg75u2gcSwWd5fHPdCKdWMGtG8Fut5Vsxdtwa,Pain Piercing,Yellow,,Elementalist,Fire,,Long Red,Smirk,Undead
4599,1,7509,59.19,https://solanart.io/search/?token=7gKW43tY1zbsqodTegX5YmoAjrbFe6or4EbqBd2ceWAP,Ear Cuffs,Black,,T Shirt Red,Devil,,Spiky Purple,Fang,Undead
4609,9,5417,0,https://solanart.io/search/?token=MkchNK6ChkcTMQKgUarF24H16QPUPGPALWufV1YXGsn,,Purple,Amaterasu's Necklace,Suit Classic,Bulls Eye,,Long Black,Smirk,Tan
4613,11,5820,0,https://solanart.io/search/?token=TRUWYdw57V82cjuFVJP9cTGRAUymCJ54QAKMbaAa8DR,Cheek Scar,Mystic Red,,KAM1 Jacket,Fire,,Long Cyan,Stiched,Undead
4620,5,7085,21.1,https://solanart.io/search/?token=CQ53rrdSdeB8f1TGqxjzmiaQm4vXAWiEDQ8vQrZygChz,Cheek Scar,Red,,Skeleton T Shirt,Samsara,,Textured Rose,Stiched,Pale
4636,3,5800,46.89,https://solanart.io/search/?token=6jiRKpqgTU4QVdAYPkTTyn87vmevWWgr6FqKNSjUa3ZZ,Nose Bleed,Red,,Hanbok,Samsara,,Spiky Blonde,Fang,Pale
4641,88,2335,0,https://solanart.io/search/?token=Hk8jxLhVSZLfe8zu9F1HEiaAJQnD5GuNPhjaytQq7Z5r,,Black,Dragon Earring,Samurai Armor,Devil,,Ponytail Red,Neutral,Pale
4643,10,7515,0,https://solanart.io/search/?token=HvmfPf9ma8btb7TPMCjvuUpFrucJVVa977X2tSfgQArt,Cheek Bandage,Green,,T Shirt Black,Orange,,Dreads Purple,Stiched,Tan
4644,2,2435,72.04,https://solanart.io/search/?token=DGjrDxNcGKf52AJeZi5NR2t7LyiP4eindVepFAx8Ft6v,Neck Scar,Yellow,,Yukata,Nymph,Samurai Mask,Long Red,,Pale
4647,6,609,40.26,https://solanart.io/search/?token=5Hvt6gytz4zVNuJb253EmTJSZzWmtTXBVu8gkmsrAYd4,,Blue,Masquerade Mask,Suit Teal,Bulls Eye,Samurai Mask,Man Bun Green,,Undead
4651,0.6,2015,87.93,https://solanart.io/search/?token=2kYj4PfyFbdipUDTG2rxmBz8E4cLjH4RfBBxAYu6sXqo,,Blue,Hanbok Earring,Hoodie,Closed,Face Mask,Ponytail Green,,Tan
4657,4,7047,31.27,https://solanart.io/search/?token=Af19mX9afrcM9Kj2MpNmyT22tiVRA1JEErLoRV8yzgMX,Pain Piercing,Black,,Suit Teal,Samsara,,Spiky Teal,Shark,Tan
4677,5.38,6472,20.06,https://alpha.art/t/pRVi5TWvzsycNJ2WAKatSkbQauJeFbRwZZ4MEAihpMs,Rope Choker,Purple,,Jumper Pink,Orange,,Goblin,Fang,Tan
4688,2.6,6436,48.02,https://solanart.io/search/?token=9MCmZxydLfjeSgiQP2QH6ghBZXyrHxzPtAmjQMdsCF9m,Bandage,Black,,Yukata,Fire,,Textured Purple,Angry,Tan
4715,4.9,3995,36.01,https://solanart.io/search/?token=4ELKjU1KGmgL4JkPYC1YhbCyjEML58bDv22KTsaHdjL3,Eye Patch,Purple,,Suit Teal,Purple,,Ponytail Black,Shark,Tan Tattooed
4727,23,6284,0,https://solanart.io/search/?token=9z5BY4ZerbsyNofVEbDV7uj1UFBzmBXhSZ5Tn53Vy3Ya,Rope Choker,Red,,Dark Celestial,Purple,,Man Bun Navy,Angry,Pale
4732,2.7,4253,56.85,https://solanart.io/search/?token=Heob29ZZYs9JUMCUS3TPgLqXLWKgSJ4LTE4AVBxCZr2d,Ear Cuffs,Green,,Suit Purple,Closed,,Ponytail Black,Stiched,Pale Tattooed
4734,2,7465,49.39,https://solanart.io/search/?token=HWoCdb2qBVBMt5wtL1f7MMoNJ6jd7Le5PNfabGY2M8fq,Neck Scar,Blue,,Skeleton T Shirt,Closed,,Textured Green,Stiched,Tan
4736,3,3513,57.18,https://solanart.io/search/?token=4SQbczCRoGu7222iqmUP2x7s5h431RsJLNvmGouPxr8k,Nose Bleed,Black,,Ninja Vest,Orange,Samurai Mask,Long Red,,Undead
4752,1,4565,72.45,https://solanart.io/search/?token=G9FRYFiy2x8V9jNAiNKfhQYzQkbxiVj9B213GD17FEkw,,Purple,Wu Zhu Earring,Suit Teal,Closed,,Man Bun Navy,Stiched,Pale
4757,1.9,772,80.52,https://solanart.io/search/?token=AAsQoBnvdE9xSaY9uRL9BMwu9Hjj1oupTG3H3oEr7Ri2,Eye Patch,Blue,,Jumper Teal,Orange,Gas Mask,Man Bun Teal,,Zombie
4761,31,920,0,https://solanart.io/search/?token=uBwsQ3iagJEfZgfNs9BqL732kyGybiRRMTTB6ypQ2GY,Bandage,Purple,,Elementalist,Nymph,Bubblegum,Dreads Purple,,Pale Tattooed
4768,2,1186,77.66,https://solanart.io/search/?token=3LiJEaVHzYPvF4iPyFgiTQAx2AuaaS4y5MFkc2hdmdW5,Eye Patch,Yellow,,Suit Burgundy,Samsara,Snake Tongue,Long Black,,Zombie
4780,2.5,8661,39,https://solanart.io/search/?token=89SwQXG6EXF7tgApe2ek1Pba1etvN7Tioiuk4iWEqPsQ,,Black,,Jumper Yellow,Fire,,Man Bun Navy,Shark,Undead
4786,2,5778,56.98,https://solanart.io/search/?token=3PkmB51yzXX6ZzQTsK4JVGJVbU1VugWcZdvAgNE9S8Gv,,Yellow,Amaterasu's Necklace,Jumper Navy,Nymph,,Textured Green,Fang,Pale
4787,2.5,2855,65.15,https://solanart.io/search/?token=FJqXXSFk18CbghBEqaaZpKe8mvnGAewo4PQCt4w9f2HY,Cheek Bandage,Blue,,Hanbok,Elementalist,,Textured Teal,Fang,Pale
4796,10,752,0,https://solanart.io/search/?token=dGrgGtP9GkpK9bL4x48RZ823iY1PVD3FSad95c4CSJU,Pain Piercing,Mystic Red,,Butler Suit,Bulls Eye,Hahoe Mask,Textured Green,,Undead
4800,2.5,5455,53.44,https://solanart.io/search/?token=5e2MJnNTnHxEgKAeviHSbhmgH66pZWhyQcsyK6cxZzCL,,Blue,Cat Mask,T Shirt Red,Devil,,Dreads Rose,Smirk,Tan
4813,3,6120,45.44,https://solanart.io/search/?token=HY2tV1195jST5Q7w5wdBV1LxrpGYsg1SV6cu4F54eME6,Rope Choker,Green,,Changpao,Fire,,Man Bun Red,Goblin,Undead
4814,5,5767,27.03,https://solanart.io/search/?token=3Fucfwt5E6ioPCBRNG499fiGy2ZvJ5cVrx5GJi4Fg43H,Stud,Purple,,KAM1 Jacket,Elementalist,,Man Bun Teal,Neutral,Undead
4840,1.09,7393,58.81,https://solanart.io/search/?token=EkZaxjSAbVBygAGcBZUkdPvoKfRmzs7Zg4p7ChJ4Tmx5,Nose Scar,Black,,T Shirt Teal,Bulls Eye,,Dreads Purple,Stiched,Pale
4845,1.5,6044,60.79,https://solanart.io/search/?token=KMDzmZ2wihsKMhCGyEjzfYEsxfcan17Vd4uYw3eR6Ed,Cheek Scar,Green,,Shinto Uniform,Devil,,Man Bun Teal,Smirk,Tan
4858,2.45,4897,56.45,https://solanart.io/search/?token=HsgvJLGgAdV4vJzsBLfAsnn6DWNpdQJPQnPwcyp8voJA,,Green,Hanbok Earring,Jumper Teal,Orange,,Long Red,Smirk,Tan
4863,3,5753,47.1,https://solanart.io/search/?token=ELMsCc4K1Cq2unKYH2sC41G1nXFUi5dsg5YMqRP2RVio,,Red,,T Shirt Black,Devil,Ninja Mask,Man Bun Green,,Undead Tattooed
4878,8,172,22.23,https://solanart.io/search/?token=A4ZCoFPN47mW9icP3CHdiKq2LE446os92wZWvKcHF6Es,,Green,Rolling Hill Earring,Emperor Suit,Bulls Eye,Hahoe Mask,Samurai Bun,,Pale
4887,3.5,6089,40.58,https://solanart.io/search/?token=AJDh37YyVwUyZhMuPTkG1kfWS7iuBbC6tpbSi1oADdHU,Eyebrow Scar,Black,,Yukata,Devil,,Dreads Rose,Neutral,Pale
4890,5,4892,30.97,https://solanart.io/search/?token=2SzydLgajMfhjRjHXTARkbRMJtGuEqd2DefFr2mBXLP2,,Black,Oni Earring,Suit Teal,Devil,,Textured Teal,Angry,Tan
4892,1.4,5418,64.61,https://solanart.io/search/?token=8KLPHYjMU4oUh8PMkUMPd1tXxeQi2HfU5VN4bPt3DbUV,Eye Patch,Green,,Skeleton T Shirt,Elementalist,,Ponytail White,Goblin,Undead
4894,2,8517,44.65,https://solanart.io/search/?token=8sVHVxfVEFr7B7e3neZ9pftkbD2CnTtL5Gd8tS157k9B,,Purple,,Slayer Uniform,Closed,,Textured Green,Shark,Tan
4897,2,8340,45.45,https://solanart.io/search/?token=9wR7TfGNYzdJbPkmYxtpTwKktoWqyJYXpYhtb8vvgTXv,,Red,,Shirtless,Purple,,Spiky Teal,Goblin,Pale Tattooed
4898,40,6272,0,https://solanart.io/search/?token=CAY4Z9wV8xZUtdvmgAPsL1vPowjv9CiPnSA913aFa9pj,Cheek Scar,Green,,Tanktop Teal,Nymph,,Samurai Bun,Smirk,Undead
4900,0.6,3136,82.88,https://solanart.io/search/?token=Hpq3UkTsEKemXoWMRxDYTpwwgeGy7u9XESPNU3A2Pc4g,Eyebrow Scar,Blue,,Tanktop Teal,Possessed,,Dragon,Angry,Tan
4904,5,3407,37.66,https://solanart.io/search/?token=3JohUu42is4CRecZcHKEwm2M9jJ8mQs16QsGddknS4ZH,,Black,Royal Earring,Tanktop Red,Devil,,Dragon,Stiched,Tan
4908,2,2463,71.91,https://solanart.io/search/?token=9XSqWXVDVCgS92UZqNdComjXtUYH1maE6Bqq6ptAiMq3,,Blue,Revenger Earring,T Shirt Red,Fire,Cigarette,Man Bun Red,,Undead
4919,0.85,6760,64.06,https://solanart.io/search/?token=4natR3vx2gia4PHxNDTaeNHW7LgdybaSLGVgB6zhDRgo,Eye Patch,Blue,,Tanktop Red,Samsara,,Textured Teal,Goblin,Tan
4931,5,3646,36.58,https://solanart.io/search/?token=AYLTPZpqrDVBSuXRpZpmZXp8pKmFbhWuGtsLUSXCdbXP,,Purple,Rolling Hill Earring,Raijin's Robe,Nymph,,Dreads Teal,Shark,Undead
4946,2.77,2532,63.9,https://solanart.io/search/?token=7vp7MHwWmRp32zuaKksSiqt7NjRkYK1ky8PEM1TN1hTm,Ear Cuffs,Blue,,Rider Jacket,Bulls Eye,,Man Bun Navy,Smirk,Tan Tattooed
4952,0.5,6324,69.53,https://solanart.io/search/?token=AvnJkBmXQXJArSWKgkbXk7FJZsEzh6yVuhcfYjYYVwdC,Bandage,Black,,Slayer Uniform,Samsara,,Textured Purple,Shark,Pale
4956,1.9,3620,67.7,https://solanart.io/search/?token=6pLLJeaYCPFkuuHUpcAW1JBnk1XmoaJ4vJb2Vuxf9qR,Eye Patch,Yellow,,Jumper Teal,Purple,,Ponytail Black,Fang,Zombie
4979,1.8,3498,69.25,https://solanart.io/search/?token=FJyDbd4rkNqyX1G8fobKyvCBdSN3FGedQQC7DUiqzBmd,Stud,Yellow,,Skeleton T Shirt,Orange,Ghoul Mask,Spiky Blonde,,Tan
4983,3.5,8514,29.67,https://solanart.io/search/?token=6ZbdeUFMmR4CPpJNKCYFmBNXxqPwD3kqMEfTPFhFRpoJ,,Yellow,,Elementalist,Fire,,Textured Rose,Stiched,Undead
4989,2,6288,54.69,https://solanart.io/search/?token=7LskfJvZP5Ekg2hAX6PqPUfbcNHnGm2Vrx7xu7dLksFi,Rope Choker,Green,,Celestial Suit,Samsara,,Textured Green,Stiched,Tan
4998,0.69,2051,86.87,https://solanart.io/search/?token=9Jg2uaShg4RzuDLqkA7Yg5pqRRMpMDGdR14wBMzkSCMZ,,Blue,Antique Glasses,Suit Purple,Orange,Snake Tongue,Spiky Purple,,Tan
5002,5,6656,23.03,https://solanart.io/search/?token=GP82xjXL7bHo5FD85QVEuCJjx4mNcmSf9d7Uzt5arLDN,,Green,,Butler Suit,Purple,Ninja Mask,Dreads Red,,Undead
5003,5,7965,17.14,https://solanart.io/search/?token=9HVhXrtjRLU91ASFuyyBN5thHb4oUBY7vo2uss5LJVUi,Neck Bandage,Yellow,,Jumper Teal,Samsara,,Textured Rose,Angry,Undead
5005,0.43,3028,85.07,https://alpha.art/t/9921fTqBGXCHvZKkUrxCiYdyThCNb7kJ3cxNGLYgX6iz,Pain Piercing,Blue,,T Shirt Red,Closed,,Fox,Smirk,Tan Tattooed
5032,3.3,8793,30.41,https://solanart.io/search/?token=8YEpvYEAEjHuVjYXEEknsUgSPW8heccjYEsMjBhHUXLx,,Blue,,Hoodie,Fire,,Ponytail Black,Shark,Tan
5033,3,8243,35.89,https://solanart.io/search/?token=8k1cE4CYkvtV112Rhbveby7PuCY1WaDzGdWGiVNzWZAy,,Mystic Blue,,Arctic Jacket,Bulls Eye,,Textured Teal,Fang,Undead
5035,1.5,4778,66.49,https://solanart.io/search/?token=26sEuPdkcNcQUk4HatzkWBUVBG4ESvbZ5DwvcPanU3aJ,Ear Cuffs,Purple,,Hanbok,Orange,,Goblin,Angry,Undead
5049,3.9,855,60.15,https://solanart.io/search/?token=3YsECBtj66mDJcz3oaddH349nrArPFnuhtcBfqphAvbL,Rope Choker,Blue,,Ninja Vest,Galactic,,Spiky Teal,Angry,Pale Tattooed
5082,1,1457,86.44,https://solanart.io/search/?token=GcnNJFRBPGuPsrvNoXqVUysEGL9fWF7SPD8MnzuEFS45,,Green,Silver Earring,Shihakusho,Purple,,Man Bun Red,Fang,Zombie
5090,2,3524,67.13,https://solanart.io/search/?token=DcLo6cKJq38pPDnkd9GiiWuEdev6kEym2f7Rq55hjeBY,,Purple,Royal Earring,Gangster Jacket,Bulls Eye,,Man Bun Red,Fang,Pale
5097,5,6158,25.27,https://solanart.io/search/?token=2Bx6HTgKu95yrS1kJwcfd8c9MKVUNUakMwwmqCwCjpb7,Neck Scar,Yellow,,Butler Suit,Devil,,Textured Green,Goblin,Pale
5098,2,1148,77.83,https://solanart.io/search/?token=GwcE6LeiZUXo9WSSHdJpVZTEoUh6UTK8meJGg18JnrT7,Nose Bleed,Mystic Blue,,Yukata,Purple,Face Mask,Spiky Blonde,,Undead
5102,1.78,1639,77.82,https://solanart.io/search/?token=2N5bg29L4ogD81j5odVKsGVhHQ2uzdbnq9mAxAy9r8PW,,Black,Cat Mask,T Shirt Black,Samsara,Fox Mask,Dreads Teal,,Undead
5113,11,2558,0,https://solanart.io/search/?token=BspudUqAmF15qnpHQ2oZvDoWD5u3zKpRzJ9m8FFS7VgU,Celestial Choker,Green,,Tanktop Red,Closed,,Ponytail Green,Goblin,Kaisen
5118,19,1987,0,https://solanart.io/search/?token=9J6tzjqvgEXGwN4hTv26prZeeWEzzDu4kWuoAQSueUaJ,Nose Scar,Green,,Tanktop Teal,Elementalist,Snake Tongue,Man Bun Red,,Undead
5126,2,2642,71.1,https://solanart.io/search/?token=A5vP8FKyrE3WtZjMGCFkFA5ooJt3m3nabMDgMTVVBqgu,,Green,Tsunade's Necklace,Ninja Vest,Orange,,Man Bun Green,Neutral,Tan
5130,3,3550,57.02,https://solanart.io/search/?token=9citBKRtHcCm1QvrS6mbCCM4zS9SRTiAXDeATNLa9jfd,Ear Cuffs,Mystic Red,,Dark Celestial,Devil,,Long Teal,Smirk,Pale
5142,3.5,5158,44.78,https://solanart.io/search/?token=FRwQAKuxZK6Mgy68oNNtiW58r7trun56dPUZp798m8HW,,Yellow,Hanbok Earring,Suit Classic,Nymph,,Textured Purple,Stiched,Pale
5152,15,102,0,https://solanart.io/search/?token=6GmU2tVwjkxy2737zvUjUaoZmhdXkpq3swkwKvSq83sJ,,Red,Scouter,Jumper Pink,Galactic,Samurai Mask,Textured Rose,,Pale
5155,6,905,38.93,https://solanart.io/search/?token=Etz9iVrJRiWKhujfsX9JbrGvNV4xWdEoeHsrm59XSi67,,Green,Steampunk Glasses,Jumper Yellow,Odd Eye,Cigarette,Long Cyan,,Pale
5161,5,699,49.85,https://solanart.io/search/?token=H4MU1wBvn2eNKU56JSQggdYb9qQ1PMuNE9Utuej39kV8,Cheek Bandage,Red,,KAM1 Jacket,Fire,Samurai Mask,Spiky Teal,,Zombie
5166,0.7,7888,60.48,https://solanart.io/search/?token=2ajeUgASdHAzadS4xcH2RRdgZxQrKk1jWL76ykZfSJM2,Pain Piercing,Green,,Tanktop Red,Samsara,,Long Cyan,Shark,Pale
5174,1.5,376,86.31,https://solanart.io/search/?token=G5piJP6ck9ymZf7Pmko23gfWqHYoJNUE8ZR3RUH448Qv,,Mystic Blue,Dragon's Fang,Hoodie,Samsara,,Police,Shark,Undead Tattooed
5175,2,5405,58.66,https://solanart.io/search/?token=65yTEKS5iecPPQ8P4BttGKkZ3EmZc1Hd4VC1bxTzYPnb,,Yellow,Wu Zhu Earring,Jumper Yellow,Orange,,Textured Purple,Smirk,Pale
5176,2.1,7164,49.74,https://solanart.io/search/?token=8Y4z3zEN7vcVZQPTe9A59mpnHWXucpyvapGRKvfYNi96,Ear Cuffs,Blue,,Tanktop Teal,Bulls Eye,,Spiky Blonde,Shark,Tan
