id,price,moonRank,💎 score (%),storeURL,Arsenal Back,Arsenal Front,Background,Base,Decoration,Elite,Eyes,Headwear,Nose,Outerwear,Outfit
7022,20,6517,0,https://magiceden.io/item-details/CNX1Gfy5TKfvHLu1zyTMqHw3z7qf1KaVcCWUt3GD5HG,None,None,Green,Purple - Lockjaw,Piercing (Right),,Eyebrow Raise,Horns (Small),Default,None,Collared Shirt (Gray)
7041,15,2048,0,https://magiceden.io/item-details/EgA3vSFZDvyd3k9y6c8wB3FpvxHy3JpyMJxbrgAjRZnn,Divining Staff,None,Fuschia,Gray - Default,None,,Coins,Tesla Coils,Default,None,Basic Tee (Yellow)
7073,7.99,2784,28.96,https://magiceden.io/item-details/F8USSB5JBf79R55cJDmYRvUvGgXpZHXc1Lvi75DXMHGk,None,None,Fuschia,Wooden - Default,Piercing (Left),,3D Glasses,Officer's Cap,Piercing (Barbell),None,Basic Tee (Purple)
7095,18,2286,0,https://magiceden.io/item-details/FnKhE4Y9WmmhyhjAwpjPH3zP8bMFtVjpGq1gQKDJGX3d,None,None,Bone,Green - Open,None,,Red Visor,None,Default,Reaper Hood 2,Astronaut
7105,7.9,935,37.26,https://solanart.io/search/?token=BYGas4yuFXF4H8H6ogDuDkB3juAhmPDsS8kuMAWqDwDz,None,Soul,Yellow,Black - Toothy,Piercing (Left),,Possessed,Crescent Headpiece,Piercing (Studded Hoop),None,Turtleneck (Blue)
7111,9.5,1600,18.6,https://magiceden.io/item-details/HGbvoXkGN8UqBoxMEWNiuUrUwuzQxAZdHQFq6eREDUT7,Sheathed Sword,None,Fuschia,Purple - Cracked,None,,Eyebrow Raise,Trucker Hat (Green),Piercing (Hoop),None,Silver Armor
7117,4.69,8536,38.96,https://magiceden.io/item-details/DVek2YfjTeGP5YQBzyrJmcwiRt2p4EBrGzuzx9AJcnWA,None,None,Slate Gray,Blue - Open-minded,None,,Feminine,Lil Skully,Piercing (Barbell),None,None
7130,3.869,6974,53.41,https://solanart.io/search/?token=AgRBoiaTDU6gShoTpsZ3zYCcG47VHhUV2oP9eU26Fa65,None,None,Aqua,Purple - Cigarette,None,,Glasses (Half-moon),Infection!,Triangular,None,Basic Tee (Blue)
7139,42.24,247,0,https://magiceden.io/item-details/38AD2biwxkMt2hRY6pPD3swuFu3vYnRSWdS7mNfjVG68,Logrius Wheel,Soul,Sky Blue,Ancient Open,Runic Marking 2,,Ancient Default,Ancient Reverie,Default,None,None
7142,3.5,9901,45.4,https://solanart.io/search/?token=HUtPa1EXCwNwvx5JriCix5CgY88Bpuc3WcAKV9zFuduX,None,None,Aqua,Black - Open-minded,None,,Googles,None,Triangular,None,Basic Tee (Blue)
7162,13.8,3085,0,https://solanart.io/search/?token=9rW5UqGw2QhdEjAmbGhFffmwQMBKgs1Qmrw3DJVhv7yf,None,None,Pink,Yellow - Toothy,None,,Default,Ballcap (Planet),Heart,Goatee,Basic Tee (White)
7227,3,3895,74.42,https://solanart.io/search/?token=ELHEam9BQZESfyjwJ2Z7KBbw17rJMtcM6tYkmMtY66dR,None,None,Fuschia,Purple - Open,Piercing (Left),,Feminine,Bow,Piercing (Hoop),None,Bowtie
7228,444,80,0,https://magiceden.io/item-details/7ecRi3CgUPotfdktTw3nffNTJ6pNEqhguPYGHeGGjdx7,Wheel of Carthyss,Look Up,Pink,Ancient Open,Runic Marking 3,,Grinning,Small Horns,Beaded,None,None
7244,3.87,7068,53.03,https://magiceden.io/item-details/8WsWS3iXiAhCACS9J3Hr8VViSafSn5MoHNnsZyVUq5kb,None,None,Deep Gray,Black - Fangs,None,,Glasses (Round),Ball Cap (Skull),Double-Barrel,None,Overalls
7248,3.87,8577,46.99,https://magiceden.io/item-details/3NMZ7d2jsJKJwu9mdSPtPkiCaDFHprvMLmRfdkYDZHEe,None,None,Yellow,Blue - Gold Tooth,None,,Eyeballs,Propeller Hat,Default,None,Turtleneck (Red)
7252,29.99,1029,0,https://magiceden.io/item-details/4TJKadPKpAN6JdLDgtWC65wCNUJfaK2XZo8D4yZNsfuz,None,None,Deep Gray,Red - Oooh,Freckles,,Glasses (Half-moon),Spring Break Visor,Heart,Goatee,Basic Tee (Black)
7266,4,1988,72.05,https://solanart.io/search/?token=CvXABKrdzbw58vu5GacWbGMZNCpRbC7R7dcr8rb47h6R,None,Nephul Tablet,Sky Blue,Red - Lockjaw,None,,Googles,Officer's Cap,Narrow,None,Hoodie (Red)
7269,4.2,4629,59.48,https://magiceden.io/item-details/7raHJt9huRWGMYmoXLggqeTQPr4zVmQTKr9Acn3MKi4E,None,Soul,Green,Gray - Sewn,None,,Adorable,Horns (Small),Heart,None,Hoodie (Purple)
7271,12,4074,0,https://solanart.io/search/?token=Bz8Ueq1WFA3BHqa4FAyg2C5BnvEMXW11hw4idzoYMjyM,None,None,Pink,Green - Lockjaw,None,,Flower Eyes,Hannya Horns,Piercing (Studded Hoop),None,Explorer's Outfit
7296,7,5634,27.46,https://solanart.io/search/?token=A1mzfd9CQq6Kz2rCvJZPsCeTcY34et8giMV1huYTDwUM,None,None,Purple,Red - Side Open,Piercing (Right),,Monocle,Flat Bill Cap (Adventure),Triangular,None,Basic Tee (Purple)
7317,10,5100,0,https://magiceden.io/item-details/Ci9zg1RzXFa6Pnpz1S4d9wu6qrUt22bGY5JZfQqYF78y,None,None,Fuschia,Red - Open-minded,None,,Sunglasses,Ancient Reverie,Piercing (Studded Hoop),None,Combat Armor
7319,6.78,518,50.13,https://alpha.art/t/ANUvby2LqwVBAkwQbs7uMH2FmMvfMf3px2q4TcHZFkYn,Oerberus Halo,None,Purple,Green - Open-minded,Piercing (Left),,Dead,Jewel,Narrow,Gas Mask,Hoodie (Purple)
7320,4.45,2176,66.8,https://magiceden.io/item-details/B3Tt3xuEkk27sTK4L8SW8o33E9jurWsuqJdTfr5Wg7mX,None,Soul,Deep Gray,Gray - Open-minded,Hanging Charms,,3D Glasses,Star,Heart,None,Basic Tee (Yellow)
7333,45,8778,0,https://solanart.io/search/?token=5HCfybDqq6ZYfYMaGx4zMy9U7mELSuMg8XtMuApL2DcQ,None,None,Blue,Yellow - Cracked,None,,Feminine,Trucker Hat (Purple),Piercing (Hoop),None,Basic Tee (Red)
7335,5.98,7698,29.41,https://solanart.io/search/?token=HTdAQLhrQfCwFKmvp4btaTqa2DZXCycdJXR1iibGfwFQ,None,None,Sky Blue,Yellow - Sewn,None,,Possessed,Jewel,Narrow,None,Robe (Pink)
7336,3.99,5685,57.36,https://magiceden.io/item-details/3ymwLTahjbLrKtLny45XsFj51ca3vQjiqM5yWymEQtSo,None,None,Red,Green - Side Open,None,,Scope Technology,Infection!,Double-Barrel,None,Turtleneck (Red)
7384,50,8160,0,https://solanart.io/search/?token=AjoDXw3DmRDQbfX1NN1ZbBnpMvHWApBusffte8UKjPB8,None,None,Sky Blue,Black - Open-minded,None,,3D Glasses,None,Double-Barrel,None,Power Armor
7395,2.2,5188,77.25,https://solanart.io/search/?token=DvDpugx5hsVcBwfgNYMDhGdVaszyepJKtGF5qtNftSDP,None,None,Red,Blue - Fangs,Piercing (Left),,Blindfold,Halo 2,Double-Barrel,None,Collared Shirt (White)
7396,4.88,9232,34.27,https://magiceden.io/item-details/GYS5Sfzw1bMRvTz9AP3Y6DvCJ8xNFgCgW767QfqyPUQt,None,None,Yellow,Red - Lockjaw,None,,Glasses (Half-moon),Bowler,Triangular,None,Turtleneck (Green)
7404,7.77,9145,5.72,https://magiceden.io/item-details/8CiE6PEN2vxqi4H2AKyXCJE6sEKCsWwkpYdpy5mbxyet,None,None,Fuschia,Blue - Oooh,None,,Glasses (Half-frame),Tilted Halo,Narrow,None,Turtleneck (Blue)
7409,6,715,57.14,https://magiceden.io/item-details/5DtcX55KgLsvZwqNbchkfYjn3ecFiUQQrADLDtgoFA3A,Sheathed Sword,None,Pink,White - Sewn,Hanging Charms,,Parasite,Horns (Small),Heart,None,Hoodie (Red)
7411,10,901,16.4,https://magiceden.io/item-details/6N9Egus9EsdjhSiWMjj3wepC1NgHGbEzmfabUZMjqpUv,Divining Staff,None,Sky Blue,Red - Cigarette,None,,Third Eye Open,Athletic Visor,Double-Barrel,None,Combat Armor
7440,18,3518,0,https://magiceden.io/item-details/2p6Fu8DXjwJunjTLjGsakZELFYWi9Ka5JiQBPdBAE8gv,None,None,Fuschia,Red - Sewn,None,,Double Button Eyes,None,Heart,Reaper Hood,Robe (Blue)
7450,9,759,26.96,https://solanart.io/search/?token=Gjej6Cg37AkBiSCZpA4J2LkBE3Hse1WTune2VhicrAYi,Draelic Nimbus,None,Red,Green - Fangs,None,,Eyebrow Raise,None,Mustache,Spartan Helmet,Robe (White)
7462,4,8731,45.08,https://magiceden.io/item-details/KE3gSNkD1d2YZNbxZ4of1MR27KXBxobPToUvo2cYuE3,None,None,Sky Blue,Gray - Cracked,None,,Googles,Tilted Halo,Heart,None,Turtleneck (Green)
7464,10.5,8805,0,https://solanart.io/search/?token=3etPQmN8GH2febcH14ut9c8KypSsD5Up7knQJKfxriuA,None,None,Bone,Blue - Sewn,None,,Bored,Dad Hat,Double-Barrel,None,Robe (Pink)
7483,10.5,7038,0,https://solanart.io/search/?token=84NFeLqEXZejCRtYLwe1q7Us1Gje9j3pVcjQduLWaqXr,None,None,Deep Gray,Green - Oooh,None,,Default,Crystal,Triangular,None,Royal
7520,8,3030,27.88,https://magiceden.io/item-details/4tJPMGNmpQwEFWNkVFAgobuCPuCKJTWRmPq4BKTXWmVN,None,None,Blue,White - Gold Tooth,None,,Sunken,None,Narrow,Spartan Helmet,Metal Robe
7521,10.5,4812,0,https://solanart.io/search/?token=HbGo5usdn5i1jNPcC7CwqsmTXaqiZBn2SaFikXYNTuAN,None,None,Purple,Red - Sewn,None,,Occular Tech,Fez,Piercing (Studded Hoop),None,Bowtie
7533,10.5,9159,0,https://solanart.io/search/?token=EwnmPf1NovsUZbjJB3nqZiqAbDLc3GG7cJ5Mfq2qfWvX,None,None,Aqua,White - Oooh,None,,Monocle,Fedora,Heart,None,Turtleneck (Red)
7552,50,764,0,https://solanart.io/search/?token=CSa5AnaRssmEKFmasLZZF5bYgL3F32wZejyLV1DWCLMf,None,Soul,Blue,Purple - Cracked,None,,Button Eye,None,Piercing (Barbell),Reaper Hood 2,Blade Runner Jacket
7571,40,4996,0,https://magiceden.io/item-details/5WyaRz6dYpgTjCazZ9AS7ab1cVpzBV793KrABSmrnaAD,None,None,Red,Blue - Oooh,Piercing (Double),,Glasses (Half-frame),Crystal,Mustache,None,Tanktop
7573,29,7157,0,https://magiceden.io/item-details/FRitWNnoEv5XgaNViwAzMkY2QHZyfHFKXQKzbrRAmq3k,None,None,Fuschia,Purple - Lockjaw,None,,Coins,Beanie 2,Narrow,None,Hoodie (Pink)
7586,8.5,7885,3.46,https://solanart.io/search/?token=7foHRWzZQQwKHEnswseAZTaSy1rThrqmwHx6LPgv5WfY,None,None,Purple,Blue - Default,None,,Monocle,Silver Crown,Double-Barrel,None,None
7603,11,9600,0,https://magiceden.io/item-details/4DhUmczKtyfr8PUKtDtxw4HQp9hXkWwCHny95GSqw1ip,None,None,Pink,Red - Oooh,None,,Angry,Tilted Halo,Triangular,None,Collared Shirt (Gray)
7606,10,4262,2.95,https://magiceden.io/item-details/DMK6szybGEGz2u5ro5Uj4BHU2hTWRn6qoahYrt3J3Vx,None,None,Bone,Green - Cracked,None,,Reptilian,Spring Break Visor,Narrow,None,Power Armor
7615,28.9,1502,0,https://solanart.io/search/?token=8fJnUwbgndazfRxLLfFFSpyFgstU1f9w1DPUpiPg6aiS,None,None,Aqua,Yellow - Fangs,Piercing (Right),,Default,Athletic Visor,Double-Barrel,Gas Mask,Bowtie
7643,40,1756,0,https://solanart.io/search/?token=GXeDZV5BWEVQcEo4uxvHCXyTEp4tsRrf6Qf53AssbB4H,None,None,Aqua,Ancient Default,Runic Marking 2,,Ancient Angry,Ancient Reverie,Default,None,None
7645,15,9287,0,https://solanart.io/search/?token=6gVnaF5ZBbwda53XhuJpigmxxkRrLanEPyd76YsvzaKT,None,None,Slate Gray,Purple - Oooh,None,,Monocle,Laurel Wreath,Triangular,None,None
7652,6.9,4001,35,https://solanart.io/search/?token=21Cgn8Gn4K3tU3jpT7AbzUuyUgsLvhnTQvnJwyGwFme2,None,None,Deep Gray,Gray - Open-minded,Piercing (Right),,Feminine,Crescent Headpiece,Mustache,None,Basic Tee (Red)
7657,16,5683,0,https://magiceden.io/item-details/4DChueQzYwdWwtrCzPecyz5Xsvz32ypSSaPunDVvzpXp,None,None,Pink,Red - Fangs,None,,Sunken,Unicorn Horn,Triangular,None,Cyberpunk Jacket
7663,2.8,6648,65.41,https://magiceden.io/item-details/3rRd6wDYhzsFsDag7yTh6QbdCy4UW4YwtkB2ELi1ydBV,None,None,Purple,Black - Oooh,None,,Flower Eyes,Tilted Halo,Piercing (Hoop),None,Overalls
7673,8,2642,29.43,https://solanart.io/search/?token=HksHnXcTLaTa6m4BDJv1edtUf6yGa9hzw2sX5NAtnt3V,None,None,Deep Gray,Gray - Side Open,Hanging Charms,,Flower Eyes,Spring Break Visor,Triangular,None,Mad Matt Jacket
7683,3.69,556,80.88,https://solanart.io/search/?token=DQMg91S6kq1YqFPU82AJaD5Sr6tKc3WzZdsSUGEDPKxr,None,Seer's Orb,Red,Yellow - Default,Hanging Charms,,Eyeballs,Spring Break Visor,Piercing (Barbell),None,Hoodie (Red)
7706,9,3074,17.7,https://solanart.io/search/?token=F3VFqqY1pKihXM6ThVRuHVv4hdGuvhxsf1V3Nppx1jAv,None,None,Slate Gray,Yellow - Oooh,Piercing (Right),,Double Button Eyes,Dad Hat,Default,None,Power Armor
7725,7.9,4858,21.57,https://solanart.io/search/?token=2nfpJgGVbeS1bKz2SdZQvmaxcCKDeuQWeinuWGEPt6hM,None,None,Green,Purple - Default,Face Tattoo,,Dead,Beanie 2,Double-Barrel,None,Basic Tee (Black)
7739,5,8767,34.93,https://solanart.io/search/?token=AMmc3owJ3JhBBVELzQ8Hbdm3M15ZScQ7d1dsFHZDcra1,None,None,Green,Red - Side Open,None,,Flower Eyes,Fedora,Double-Barrel,None,Collared Shirt (White)
7745,15,181,0,https://magiceden.io/item-details/9CMFg4GXGGRMxeSwT7xjXhnSyGye77ZsmgH5nEHAyNXb,Herald's Halo,None,Sky Blue,Ancient Default,Runic Marking 1,,Grinning,Crown,Beaded,Reverie Beads,None
7757,12,1587,0,https://magiceden.io/item-details/8iX1sGD12EFkdq253gp6j7oBqNrCo6D4XeA9JfjPLpD7,None,None,Deep Gray,Ice - Default,None,,Default,Witch,Narrow,Gas Mask,Reaper Cloak
7768,100,7896,0,https://magiceden.io/item-details/DFqQS1RHbrmNBVq8uimV1Ak7fSgAcRPg7hcALXDgFXx4,None,None,Deep Gray,White - Gold Tooth,None,,Default,Spring Break Visor,Piercing (Hoop),None,Turtleneck (Green)
7779,199.99,3183,0,https://magiceden.io/item-details/G24gP5wBxjWBQnAHh7XXDSGqLfWmFQN4WBzoaqtki9JE,None,None,Blue,Gray - Gold Tooth,None,,Adorable,Dad Hat,Piercing (Hoop),Gas Mask,Robe (Blue)
7794,25,317,0,https://magiceden.io/item-details/AmLXzCjMUTYJP1Mpa14vm2Z5UDhG3jzpNZmgDwAZN4Nk,Umbric Bindings,None,Green,Ancient Default,Runic Marking 3,,Ancient Bored,Small Horns (Golden),Default,None,None
7804,75,3103,0,https://magiceden.io/item-details/5zpJ5FsSxJYrbHLEnFhMi5CGAdksB5SWaXxfJEnkJjtC,None,None,Yellow,Black - Oooh,None,,Closed,Fez,Triangular,Gas Mask,Overalls
7810,3.75,2452,72.69,https://solanart.io/search/?token=8kzVXadvtEPf2WEJrk2FE8DyQKYJ8BXiakynkB2LKoRV,Crucifix of the Maligned,None,Purple,White - Open,None,,Flower Eyes,Serow,Double-Barrel,None,Turtleneck (Green)
7833,9,6881,2.48,https://alpha.art/t/C1NvCqkNyWAstFDbsfEz2yo2NwVWKMZuSEaubavoBP1U,None,None,Bone,Red - Lockjaw,None,,Glasses (Half-frame),Tesla Coils,Mustache,None,Collared Shirt (Gray)
7834,12.42,1597,0,https://magiceden.io/item-details/GhWjEWegHbYZGQq5kDuqdoCsXqNagysA2HoYcJ326QKU,None,None,Slate Gray,Android - Default,None,,Double Button Eyes,Turban,Mustache,None,Royal
7834,10.87,1597,4.91,https://solanart.io/search/?token=GhWjEWegHbYZGQq5kDuqdoCsXqNagysA2HoYcJ326QKU,None,None,Slate Gray,Android - Default,None,,Double Button Eyes,Turban,Mustache,None,Royal
7837,18,2469,0,https://solanart.io/search/?token=CQoJw1tRCvs2WeZmJNvsG9ytyKR7jmtiprWGoxGv6HK8,None,None,Pink,Black - Side Open,Piercing (Left),,Reptilian,Trucker Hat (Purple),Narrow,None,Astronaut
7844,200,1384,0,https://magiceden.io/item-details/BFGfSmt5BYDEbMMHayV5SFF7775czfdvzErB9HA7xUYY,None,None,Green,Chicken - Default,None,,Occular Tech,Crystal,None,None,Turtleneck (Red)
7853,15.5,6935,0,https://magiceden.io/item-details/AGM1uf7QsjwNW6SAMzpYZY16i43emeRPaAiJFK3gsJ2v,None,None,Slate Gray,Yellow - Side Open,None,,Monocle,Cyberpunk Hat,Piercing (Studded Hoop),None,Basic Tee (Yellow)
7860,2.5,6017,70.93,https://magiceden.io/item-details/3jEJnSgsRVQDHRTBJNhM8wzXud9bQhJKCNcTneCRaK7X,None,None,Yellow,White - Open,Hanging Charms,,Eyebrow Raise,Bowler,Triangular,None,Basic Tee (Yellow)
7880,6.99,8217,17.23,https://alpha.art/t/BKRyLbGMdE3t373ZPWvTyjQJ4UeViyaW2yGz9ZBMa7MQ,None,None,Red,White - Open,None,,Flower Eyes,Candle,Default,None,Collared Shirt (Green)
7883,7,7234,21.06,https://magiceden.io/item-details/FWpMPyahFBDts5aokF1wU6JC4V2asKt2xRaYKxxXLurU,None,None,Green,White - Cracked,None,,Glasses (Round),Witch,Double-Barrel,None,Tutrleneck (Black)
7897,1666,413,0,https://solanart.io/search/?token=CrbiSN3qpDq1n7qYwijFq4UsyPpx4r8Pe79uaRRjMRcz,None,Soul,Green,Black - Toothy,Freckles,,Closed,Laurel Wreath,Default,Oni Mask,Basic Tee (Black)
7903,5.5,940,61.24,https://magiceden.io/item-details/9EeA9yHH48GBDLrzMm5bJWPuBUYPUYvFx5FakHgjxQzA,None,Seer's Orb,Blue,Yellow - Lockjaw,None,,Sunglasses,None,Triangular,Reaper Hood 2,Basic Tee (Red)
7903,6.5,940,51.24,https://solanart.io/search/?token=9EeA9yHH48GBDLrzMm5bJWPuBUYPUYvFx5FakHgjxQzA,None,Seer's Orb,Blue,Yellow - Lockjaw,None,,Sunglasses,None,Triangular,Reaper Hood 2,Basic Tee (Red)
7907,17,1405,0,https://magiceden.io/item-details/2y1nCHmKCGQa2uc2ZidCdNAmNE55dXgAB9YuT8WGeJ2D,None,None,Purple,Xenoid - Default,None,,None,Dad Hat,None,None,None
7907,27,1405,0,https://solanart.io/search/?token=2y1nCHmKCGQa2uc2ZidCdNAmNE55dXgAB9YuT8WGeJ2D,None,None,Purple,Xenoid - Default,None,,None,Dad Hat,None,None,None
7911,11,4490,0,https://solanart.io/search/?token=AMwNoyDGSuW5dRS97LbogSNatk5861LAgcuy5s5eez3n,None,None,Green,Robot - Default,None,,Parasite,Ballcap (Planet),Piercing (Studded Hoop),None,Robe (Pink)
7918,5.75,8886,26.96,https://solanart.io/search/?token=6H6XSLzsNzctYrjQESVWX9aKZPu3hvRvGtYuwXDjzPp,None,None,Slate Gray,Red - Side Open,None,,Googles,Sailor's Cap,Default,None,Collared Shirt (Gray)
7920,4.2,2303,68.79,https://magiceden.io/item-details/BU6uCMbNaqNTrjLPw3ngeE53edDfVeC2UdQLp1LFuuHw,None,Soul,Red,White - Open-minded,None,,Monocle,None,Heart,Gas Mask,Hoodie (Gray)
7924,5.8,3002,49.99,https://magiceden.io/item-details/7s2WJb7Me8hiyen7DFBQS3TAefvnXfZioT32bEh8s2Hc,None,Harrow Staff,Blue,White - Side Open,None,,Eyeballs,Headband,Heart,None,Turtleneck (Blue)
7946,16,2636,0,https://solanart.io/search/?token=EMMaGy1PpAGpT47qPvyDG2yugLesTBfk1XBSos2TMXx,None,None,Fuschia,Gray - Side Open,Freckles,,Monocle,None,Default,Reaper Hood 2 (White),Basic Tee (Yellow)
7960,15,3316,0,https://solanart.io/search/?token=39cHybynyiNzvRCBMh4mz3A8sk7Aw9ATFSieAFxBAm6n,None,None,Sky Blue,Red - Open,None,,Red Visor,None,Narrow,Reaper Hood 2 (White),Turtleneck (Blue)
7963,8.8,7511,1.96,https://solanart.io/search/?token=8q4SFEzP6pTQ72w6YDGqP6VhsgcfD1cpEM5Fb6tHqe4Y,None,None,Bone,Black - Fangs,None,,Glasses (Half-moon),Cowboy Hat,Piercing (Hoop),None,Turtleneck (Green)
8004,9.5,1824,17.7,https://magiceden.io/item-details/7CEDJNJxAw6Nfou1iUJNKFbVrj5ipTvF5LhcnsUZ3xQc,None,None,Slate Gray,Green - Open,Piercing (Right),,Dead,None,Heart,Astronaut Helmet,Collared Shirt (Green)
8008,28,7243,0,https://magiceden.io/item-details/HUXVtfV8NRdNbh6sDC2UhKCnT4D9PdL1pacuMEozjC1e,None,None,Aqua,Gray - Cracked,None,,Coins,Propeller Hat,Narrow,None,Tanktop
8012,100,14,0,https://magiceden.io/item-details/J42SARmzBGg2dtGq9qHivF91ydofaPZ4YGWvXsYWfLK6,Sheathed Sword,Look Up,Purple,Ancient Squid,Runic Marking 4,,Ancient Angry,Crown,Beaded,Overgrown,None
8029,5,6263,44.95,https://solanart.io/search/?token=9eQ1ZAEGbs4mb3YWcSatfNQpDYWZb4hDfPEasHDs2es1,None,None,Slate Gray,Green - Lockjaw,None,,Toon,Athletic Visor,Narrow,None,Turtleneck (Green)
8030,35,134,0,https://magiceden.io/item-details/BFgU5EpjsLjorTtaR7krowmLqbdXbWB1UGurC88UXxHs,None,Look Up,Deep Gray,Ancient Cthulhu,Runic Marking 5,,Ancient Eyeballs,Small Horns,Default,Reverie Beads,None
8066,75,364,0,https://solanart.io/search/?token=J9woXD8UnYz5qhcSkJJ7yVo9ezuz2FUsiPBXLh8MKtku,None,Nephul Tablet,Deep Gray,Ancient Default,Runic Marking 2,,Ancient Bored,Power Gem,Default,None,None
8075,3,9334,52.66,https://magiceden.io/item-details/9UU9DnnFMYZfEVBQitnb421ZLCKfADxNW4myy7KY5vgd,None,None,Yellow,Gray - Fangs,None,,Glasses (Half-frame),Horns (Small),Narrow,None,Tanktop
8092,4,2724,69.1,https://magiceden.io/item-details/8HF1rbJE1fT6Quusmy9ReocaJWDtHLV9ui6Ggf1ojHqN,None,None,Slate Gray,Gray - Default,None,,Bored,Turban,Triangular,Gas Mask,Overalls
8104,6,9933,20.27,https://solanart.io/search/?token=GCRDU1S8BT1nt5Zujs7H9wFAt4DHTAW4wDbjHSgefafT,None,None,Purple,White - Open-minded,None,,Sunglasses (Big),None,Default,None,Basic Tee (Blue)
8121,19,1139,0,https://solanart.io/search/?token=2JHxTBGLEBZHxNBZAfLSaDKpG8VjDtEU3dhp6noWUKmU,Crucifix of the Maligned,None,Aqua,Circuitry (Green) - Default,None,,Toon,Crescent Headpiece,Triangular,None,Turtleneck (Green)
8126,3.389,9566,47.85,https://magiceden.io/item-details/2nrYjKn678a4poWB8L6sy4DdXNyT1b6bFs5nLQid7EMM,None,None,Blue,Gray - Open-minded,None,,Closed,Crystal,Piercing (Barbell),None,Turtleneck (Red)
8141,7,6528,23.89,https://solanart.io/search/?token=Eb45YhZT4j4PDyNWG5JW9LpyRxJGKRo93gn5a1G4WZRD,None,None,Deep Gray,Green - Open-minded,None,,Blindfold,Jewel,Piercing (Hoop),None,Robe (Pink)
8162,20,2702,0,https://solanart.io/search/?token=FfUFpUZAHj9YSmurwPoDbBCuVXGCx1z6EX1Kqu2PTiDM,None,None,Sky Blue,Blue - Oooh,None,,Closed,Bow,Piercing (Studded Hoop),Gas Mask,Robe (Blue)
8174,35,515,0,https://magiceden.io/item-details/4qrxpQNnWRWgcpE9115LQmsgPAfw9cCBPLeTpVPkJYzk,None,Nephul Tablet,Fuschia,Gray - Gold Tooth,None,,Parasite,Beanie 2,Double-Barrel,Bandana,Basic Tee (Purple)
8185,2.49,5682,72.37,https://magiceden.io/item-details/5BM6zdC6oaRVZtozJR2foxbzxTkaR28v1Dr3QetC6yYY,None,None,Slate Gray,Gray - Default,Freckles,,Default,Fez,Heart,None,Turtleneck (Green)
8186,4,8695,45.22,https://magiceden.io/item-details/9YXS6MgueVRkpFanhFxWPGvTk97Aq28aCJZmW7FVm7zB,None,None,Blue,Red - Cracked,None,,Adorable,Tilted Halo,Double-Barrel,None,Leather Jacket
8195,15,9666,0,https://solanart.io/search/?token=G5S57L6iXKX9o6GHCpQPe9S8vdz9qmGyXZL2z6eoinup,None,None,Blue,Yellow - Cigarette,None,,Glasses (Half-frame),Fedora,Default,None,Tanktop
8222,4,1854,72.58,https://solanart.io/search/?token=Fvgi5hkfFj6788TmVVzVZdRvuHVhiyGFa4KNGR8nmuHb,None,None,Pink,Gray - Lockjaw,None,,Flower Eyes,Horns (Small),Double-Barrel,Bandana,Explorer's Outfit
8228,4.99,2987,58.15,https://alpha.art/t/2GjrzygHUeekxWhFLqinXfodBXnBzLdVdtzqeMSkfSGG,None,None,Fuschia,Green - Side Open,Piercing (Double),,Double Button Eyes,Cyberpunk Hat,Narrow,None,Turtleneck (Blue)
8239,2.7,6633,66.47,https://solanart.io/search/?token=AMPJtfsSGBpWXfKUdzXBBMzTCJnGYZsoiAUTJtGy1dKb,None,None,Pink,Purple - Lockjaw,None,,Sunglasses,Dad Hat,Piercing (Studded Hoop),None,Suit
8243,64.5,354,0,https://solanart.io/search/?token=981VKGBHdjkkfcpbot2zYeFy5jWwz6BXc9DGvHLxpBx7,Sheathed Sword,Seer's Orb,Red,Yellow - Fangs,None,,Button Eye,None,Triangular,Reaper Hood 2 (White),Tutrleneck (Black)
8255,4.5,9773,35.91,https://magiceden.io/item-details/3bQFpN5RbS5nYBk7XsUqqrHQTeWSwf5mt73qYh9qsWMj,None,None,Red,Green - Open,None,,Eyeballs,Star,Double-Barrel,None,Tanktop
8258,6.9,2867,39.53,https://alpha.art/t/WS83qZEJ8vd2WcYDj3gMNcAHKCunbBBaV8SLxXR4VQz,None,Soul,Green,Red - Gold Tooth,None,,Sunken,Dad Hat,Mustache,None,Star Priest
8259,15,2011,0,https://solanart.io/search/?token=GPT5bYWoU5v3Hadumm89qH1bLrKFr43QJ8AZsBJyvd79,None,None,Sky Blue,Emerald - Default,None,,Sunken,Ballcap (Planet),Heart,Surgical Mask,Basic Tee (White)
8304,2.5,2675,84.3,https://magiceden.io/item-details/3AQmadcp4dWA1sfGYZMFT4izMTXs2kNLvpykjThP2dWU,None,None,Bone,Purple - Side Open,Freckles,,Sunglasses,Horns (Large),Piercing (Barbell),None,Collared Shirt (White)
8335,2.5,2981,83.08,https://magiceden.io/item-details/8VarSd4dja1orzimxvCuDn1kJCLGa1FicSRSikUAC9MV,Oerberus Halo,None,Sky Blue,Gray - Sewn,None,,Closed,Athletic Visor,Piercing (Barbell),None,Turtleneck (Blue)
8346,350,4503,0,https://magiceden.io/item-details/7oHLZrwtZWbLFviqqBSK9ADD9KkJSAGLrQfDMNP7guZQ,None,None,Sky Blue,Yellow - Gold Tooth,None,,Eyebrow Raise,None,Piercing (Barbell),Reaper Hood 2 (White),Basic Tee (Black)
8381,3.5,7696,54.22,https://magiceden.io/item-details/4td4mu9dqjhUWzQ3LdqnuKy2CXRyPYgCCiWjxm5R4fTX,None,None,Pink,Green - Oooh,None,,Feminine,Gambler Hat,Double-Barrel,None,Collared Shirt (White)
