id,price,moonRank,💎 score (%),storeURL,BACKGROUND,BODY,EXALTED_STAT,FUR,GLASSES,HEAD,IDEA_CREDIT,MOUTH,❤️
1364,120,6039,0,https://solanart.io/search/?token=2skKy4nTAc6dNCEyzxgz9p1MFo8DK3sbPKrby6pei5WX,Black,Chav Jacket,,Fox - Grin,No Traits,Lampshade,,No Traits,1
1371,23,1219,0,https://solanart.io/search/?token=H1RMC74uqS8UmsXvAVTm7Xqknh51XQeEnhMJi6nCC7kC,Yellow,No Traits,PSYCHOLOGICAL_TRAUMA_LEVEL: Medium,Scarred Brown - Smirk,No Traits,Lampshade,,Burnt Spoon - Smirk,1
1385,9.99,14027,0,https://solanart.io/search/?token=79tmNZfUBYf6BDtBbZocZgsjc8iLhTzV7BWtmA81DEYL,Black,Hockey Pads,,Black - Smirk,No Traits,No Traits,,No Traits,6
1387,75,5612,0,https://solanart.io/search/?token=9A2uxtfjJk8CXrbBsBntr2eXcVE58ysgu5bHg7xw1ShR,Yellow,No Traits,TELL_ME_A_JOKE: Mint Date,Scarred Brown - Smirk,No Traits,No Traits,,No Traits,6
1406,9,13846,0,https://solanart.io/search/?token=5Zh8tykfdfNLkD5F368outkqywM2KVFgdzLk96ZfHYHb,Blue,Fishing Vest,,Blue - Grin,No Traits,No Traits,,No Traits,1
1417,36,5708,0,https://solanart.io/search/?token=4FiigDGqAAmhnCgZTaZ6p8HNyUn8sa7Ur7pwN9wYHXZU,Blue,Vampire Cape,,Blue - Smirk,No Traits,Sock,,No Traits,6
1421,9.99,469,16.58,https://solanart.io/search/?token=DDKHyLTjyqQWSpYLWoh3xCDwJbFAHW5oBnffEKhcvPSv,Red,Denim Vest,TELL_ME_A_JOKE: Mint Date,Red - Smirk,Trash Vipers,Trash Lid,,No Traits,6
1429,27,1264,0,https://solanart.io/search/?token=CsN3mF1vZSgasWp5C8QBGaRa9cfKXZ1WZXHRVJLXboEs,Black,Dress Shirt,,Scarred Black - Grin,Trash Vipers,Tomato Soup,,Lollipop - Grin,4
1452,2.9,1055,85.82,https://solanart.io/search/?token=GsgWd91jHui2Rh4xR1sQL2FqjafjVGfkt8V5pbLeqqt,Green,Toga,,Green - Grin,Reading Glasses,Boot,,Dynamite - Grin,3
1458,8,12906,1.37,https://solanart.io/search/?token=CLXgaYMTCpaanuJbiwkYMPoJgr5GbSZrySWZEBDKgNkc,Black,Denim Vest,,Black - Grin,No Traits,Lampshade,,No Traits,5
1463,1.99,8596,73.63,https://solanart.io/search/?token=4YiJzVvUyfqcAZaz42U3DCdDz3biWt27UYe3bv6VQdcz,Purple,Fishing Vest,,Purple - Smirk,Reading Glasses,No Traits,,Bird Foot - Smirk,2
1471,12,1739,0,https://solanart.io/search/?token=AQcygJRrLwsc8eUYozZykXPQzznMpgFga3JSKY3nAfxh,Black,Prom King,,Black - Grin,No Traits,Ice Cream,,Acid - Grin,6
1475,3.8,2991,71.36,https://solanart.io/search/?token=7T9xYeawohQDKrq7WupeDRdwNZfHzwKxTEcjVp5r3mM4,Green,Designer Jacket,,Scarred Green - Grin,No Traits,Beret,,Bone - Grin,6
1489,9.88,1193,15.63,https://solanart.io/search/?token=A83E4cScTX8hXdcxDpEh4Yq3NLhSTpkgdzMNzr4cve7d,Purple,Hoodie,,Purple - Smirk,Designer Glasses,Unicorn Headband,,Burnt Spoon - Smirk,6
1490,6.99,12665,12.15,https://solanart.io/search/?token=4vjMYUDWZZnSpyYDikXCydtdu27Upz3vbLNyjBhdHPFb,Blue,No Traits,,Scarred Brown - Smirk,No Traits,Trash Lid,,Rat Tail - Smirk,5
1494,40,4890,0,https://solanart.io/search/?token=F5LxiMnuBBa9TszdizB9hba3NLi833nFJkRep7BswXdE,Black,Crayon Farmer,,Black - Smirk,No Traits,Headband,,Burnt Spoon - Smirk,6
1500,5,12776,31.73,https://solanart.io/search/?token=3ue6JKFkmh7qK7stpmwjHaTzNBMWrkKz25u8APY268oX,Yellow,Open Shirt,,Brown - Grin,Designer Glasses,No Traits,,No Traits,5
1504,24,6579,0,https://alpha.art/t/C1mayy4HM2zh75uWpMaUPmjCtPe6Pfrm1pS5wPEJvFYW,Yellow,Dress Shirt,,Brown - Grin,No Traits,Tamberine,,Smashed Bottle - Grin,2
1529,2.5,9173,66.9,https://solanart.io/search/?token=32ULu8sk4gaSp3dyadn6H5oUwbctjjr27LBrBXmxvnyU,Black,Engineer,,Red - Grin,No Traits,Plunger,,Lollipop - Grin,2
1537,24,3540,0,https://alpha.art/t/27VxwKvqyPYq66RWBYPk1JpvQdXkABCNX8q8aaFfkk7p,Blue,Singlet,,Blue - Smirk,Designer Glasses,Colander,,Bird Foot - Smirk,2
1562,2.5,10267,63.82,https://solanart.io/search/?token=CCtaSw39WDCU5PKi7U86GZDPWH19ZXKPtoUDHuD937pK,Black,Bumbag,,Black - Smirk,No Traits,Pot,,Burnt Spoon - Smirk,6
1563,2.5,8029,70.13,https://solanart.io/search/?token=AppFdSGthcNDBSXCzCCWHqLASiDuSJ4MGHLY2DMVP2XF,Purple,No Traits,,Brown - Smirk,Designer Glasses,Road Cone,,Match Stick - Smirk,5
1569,18,2715,0,https://solanart.io/search/?token=4ePwUptmeRfgVT2XqPoQ2paXNJeGps37EBiYBYHjm1zn,Yellow,Tweed Suit,,Brown - Smirk,No Traits,Road Cone,,Rat Tail - Smirk,6
1580,5,14070,28.08,https://solanart.io/search/?token=pQ2CzuCv9Tgy8sqyMgs68kTHQjArLwCb5LUZFrCkY6X,Purple,No Traits,,Purple - Grin,No Traits,Trucker Cap,,No Traits,5
1602,2.15,9930,68.27,https://solanart.io/search/?token=CkPEgwDGyPAc9iDJVcps5whzCCeaozvNFrxE1jMgH9qH,Red,Dress Shirt,,Red - Smirk,No Traits,Belt,,Rat Tail - Smirk,2
1607,9.99,13417,0,https://solanart.io/search/?token=F2dcryV6CQ5hczjP9ButaBnT5qSk7Hb7C6gr5J5xuQYF,Blue,Dress Shirt,,Blue - Smirk,No Traits,Tamberine,,No Traits,6
1612,4,8978,52.45,https://solanart.io/search/?token=FrJEjf2Qd8bbC32sqnToqsHT3k26Qrrh13r825Cp3J38,Red,Open Shirt,,Red - Grin,Designer Glasses,Lampshade,,No Traits,6
1618,8.8,1349,25.99,https://solanart.io/search/?token=HySxtHB6SjfcJQG3uEw5Un3BapT9h6cUMKyQjHq3Snjb,Purple,Chav Jacket,,Scarred Purple - Grin,Designer Glasses,Road Cone,,Lollipop - Grin,6
1620,10,10396,0,https://solanart.io/search/?token=8YU7JStdDvQdkcEaankYbhPLoiqZZ6SnXZPKHrWPQCyf,Black,Crayon Farmer,,Black - Smirk,No Traits,No Traits,,Bird Foot - Smirk,4
1637,69,1521,0,https://solanart.io/search/?token=7oNVZWxp2Ug7KbZYotPneqQKivn6UkM4YSfzDPbWvd2f,Purple,Turtle Neck,,Purple - Grin,No Traits,Steampunk Hat,,Smashed Bottle - Grin,6
1648,9,13784,0,https://solanart.io/search/?token=GncBFYvE7ghuKMRbYKDrRGovJKHgrC2UYLGGE9beEAak,Black,No Traits,,Scarred Black - Grin,No Traits,Degen Service Hat,,No Traits,5
1671,35,1704,0,https://solanart.io/search/?token=DtsRGF8Ck7GcosJg9n67S3ZJRWwzeTDpvgXzeY9xMD2v,Blue,Slav Jacket,,Scarred Blue - Grin,Trash Vipers,No Traits,,Bone - Grin,1
1678,4.5,3022,64.27,https://solanart.io/search/?token=9kzFhQQs1NNEmQs5oXaWeoAiHv5dAG4X7TVbbj5LG4Yv,Red,Knitted Vest,,Scarred Red - Grin,Swimming Goggles,No Traits,,Acid - Grin,1
1682,5,13743,29,https://solanart.io/search/?token=DnXDqmtjLSyHcaMbfpyZWdnfgTwUgxEB46ivmzvBuqk1,Red,No Traits,,Scarred Red - Grin,No Traits,Cardboard Box,,No Traits,5
1696,3.2,8521,61.74,https://solanart.io/search/?token=BgJ5hx9Pjhjiid9wdKviYHfosdSxh5wdyCYcy47Pxoqu,Red,Bandana,,Purple - Smirk,No Traits,Headband,,Burnt Spoon - Smirk,5
1704,2.6,6918,72.27,https://solanart.io/search/?token=Bj4KbNSSChHb6YYvy61Vi5LEWy8jarXq5zXyNkyPnLRB,Blue,Turtle Neck,,Purple - Grin,Designer Glasses,No Traits,,Dynamite - Grin,5
1713,8.8,14152,0,https://solanart.io/search/?token=4UnE86EiY3KBBUtwuFhnD2ELsj6S3zGnLFqVPUMu7uEL,Black,No Traits,,Purple - Smirk,No Traits,Plunger,,No Traits,4
1714,5.5,1043,59.86,https://solanart.io/search/?token=2LbLhtPiM24zkcY9W9xuvJ2cdeRvrQGiZa2YzDofE94c,Yellow,Bumbag,,Scarred Brown - Smirk,Star Glasses,Boot,,Rat Tail - Smirk,1
1722,42,1896,0,https://solanart.io/search/?token=8E6ctjNfCNnHAGBVGEqKcgakDRogtHSnrWn4jDwSwFDu,Yellow,Fishing Vest,,Scarred Brown - Smirk,Designer Glasses,Takeout,,Crayon Shiv - Smirk,6
1743,6,14101,17.99,https://solanart.io/search/?token=6YhoPTCrG4EWQNS4GKDQouMXk8QcMhTz7ntLXjEmKXnL,Blue,Bumbag,,Brown - Smirk,No Traits,No Traits,,No Traits,5
1751,5,2201,61.59,https://solanart.io/search/?token=BEePF6eosYoFLxpsTRD8fEGAV1JqoXmmx2bqVZXsd47W,Red,Down Jacket,,Scarred Red - Smirk,Designer Glasses,Cardboard Box,,Match Stick - Smirk,6
1774,5,7150,47.62,https://solanart.io/search/?token=Dr8PqLxHgmEAfhQETNr8wcpH6xg2bTovEvaDtYsKjwgd,Yellow,Turtle Neck,,Scarred Brown - Smirk,Reading Glasses,Pandas Pickles,,No Traits,5
1793,7,13586,9.45,https://solanart.io/search/?token=2dneAVtw3hVHN4MpNZGaSfTKudirWKotKnnWyE6cRuru,Red,Degen Service Polo,,Scarred Red - Smirk,No Traits,No Traits,,No Traits,5
1797,6.99,12322,13.11,https://solanart.io/search/?token=Ds6jW7NJhUGoc83u2m4CZHwGMduTuH9vH1ckzfcw1xJM,Purple,Denim Vest,,Scarred Purple - Smirk,No Traits,No Traits,,Burnt Spoon - Smirk,1
1805,1.8,10350,70.58,https://solanart.io/search/?token=Ec9PVMSxsKEqQZwXbcyJ35LSPqJeafCJsuFs1r8tYuCp,Green,Xmas Sweater,,Scarred Green - Smirk,No Traits,Pot,,No Traits,5
1809,3.7,12234,46.26,https://solanart.io/search/?token=3ERZfQ2ZPQXpWCfkDRkXX95neNLizQyTfL1WJbCAp4Fo,Purple,Bumbag,,Scarred Purple - Grin,No Traits,Cardboard Box,,No Traits,6
1818,9,10660,0,https://solanart.io/search/?token=t3XQtiLV3a7zQfW1rZhtPDVcnLuiY1o7YAQQXTLzMkt,Purple,T-Shirt,,Scarred Purple - Grin,No Traits,No Traits,,Acid - Grin,6
1819,15,906,0,https://solanart.io/search/?token=FeXuUdr5nSsYswmretm4UN1JSN58GL7DcSvB3rWF7GAf,Blue,No Traits,,Scarred Blue - Smirk,Star Glasses,Sock,,Cigarette - Smirk,6
1820,2.15,13476,58.26,https://solanart.io/search/?token=EvKhxi2SsBJULZ1bvSpGmeTmEQoUJUNFdSUDjDkpHsHq,Green,Bumbag,,Green - Smirk,No Traits,Paint Can,,No Traits,1
1824,30,11713,0,https://solanart.io/search/?token=FKpn9NsicqhNgVZ4xYwLbcoYfHpVMVZ3Jxyqq4SYLchD,Purple,Degen Service Polo,,Purple - Smirk,Reading Glasses,No Traits,,No Traits,6
1841,24,6945,0,https://alpha.art/t/52wesX5XSjdGQJeRF3JnWuRiywmm86hMi1su2wtbtE3H,Yellow,Engineer,,Scarred Brown - Smirk,No Traits,Lampshade,,Match Stick - Smirk,2
1847,175,13908,0,https://solanart.io/search/?token=HYzavvXiwfnZzVWEDCLAThLDgP9h8ixvsxTPT2vTHqHk,Blue,Dress Shirt,,Scarred Blue - Smirk,No Traits,No Traits,,No Traits,2
1853,21,11213,0,https://solanart.io/search/?token=CnJ8JQ3eGsh5SxXiys12SEQRX61AWf4EDA766ssdyy89,Blue,Rain Jacket,,Blue - Grin,No Traits,Pot,,No Traits,4
1859,20,11437,0,https://solanart.io/search/?token=7ri7XxbjEG5TE96LeEkWDgcRbpKZPnbSuDvAHxBQgCNr,Red,No Traits,,Red - Grin,No Traits,Paint Can,,Acid - Grin,6
1864,10,10889,0,https://solanart.io/search/?token=vyHnqPXyutzAGr5BY6b7aPDJqWLevYH61om8RYKHftP,Yellow,T-Shirt,,Brown - Smirk,No Traits,Plunger,,Match Stick - Smirk,1
1865,40,3086,0,https://solanart.io/search/?token=4R7nVjg8nWs9te5XSzmTjV9joj1AMCNJps6iLVwk6jyA,Black,Bandana,,Antique - Smirk,Swimming Goggles,No Traits,,Bird Foot - Smirk,1
1873,29,749,0,https://solanart.io/search/?token=A6aQkqTzCAxTHxwNo1tSNzgYjeenEu3yPf99a1cvRgjk,Purple,Football Jersey - Blue/White,,Purple - Grin,Designer Glasses,Crown,,Lollipop - Grin,6
1875,36,7085,0,https://solanart.io/search/?token=BEJX596cxWbDLBsAoUJ3yjxH5BdJUYq2anhAtGotUTGD,Yellow,Singlet,,Fox - Smirk,No Traits,Degen Service Hat,,Match Stick - Smirk,4
1879,6,14137,17.89,https://solanart.io/search/?token=HptSjJCUqyZ8Sec975QU3YrnXeQnnamRFpyYZSaHnrNg,Red,No Traits,,Red - Smirk,No Traits,Trucker Cap,,No Traits,5
1885,25,3291,0,https://solanart.io/search/?token=2SCMUUWQdJyq8FZiU1d7rNuugh6xZjBjBHPQvkGF5gWV,Red,No Traits,,Scarred Red - Smirk,Trash Vipers,Ice Cream,,Cigarette - Smirk,5
1896,2.5,7958,70.33,https://solanart.io/search/?token=7ns9mEUnSBqkFKNrBPn14pnBXnP3fMQ6guoBMBq8UEcH,Yellow,Bandana,,Brown - Smirk,No Traits,Takeout,,Cigarette - Smirk,6
1899,15,8019,0,https://solanart.io/search/?token=A7ZFah9AczE8eeu3s5jxjLmoLjVuYkQZ9eFpCJ1HnTho,Green,Denim Vest,,Green - Grin,No Traits,Road Cone,,Lollipop - Grin,4
1901,2.85,8099,66.44,https://solanart.io/search/?token=91ePnVV3pDCKSy6tjMkMf9HKzuW2BYA6kjGBeQKXWBMR,Green,Turtle Neck,,Scarred Green - Grin,No Traits,Degen Service Hat,,Bone - Grin,6
1902,5,1173,64.49,https://solanart.io/search/?token=JBe8WWoZP9zBtCgfKCZQzvWkyZ5jXiyxA5ATEsvcGk5Y,Red,Down Jacket,,Red - Grin,Swimming Goggles,Flat Cap,,No Traits,6
1905,25,13936,0,https://solanart.io/search/?token=GhYuoiZyrNWvRCxT12wTUwnvzCA9sw1xzSiECys2F4Bw,Yellow,No Traits,,Brown - Grin,No Traits,No Traits,,Lollipop - Grin,6
1913,69,10162,0,https://alpha.art/t/6gn9dGypME1RKWHjnWrWZ9c1EbcJgv9PSZnyCaJ2RNNk,Blue,Dress Shirt,,Scarred Blue - Grin,No Traits,No Traits,,Acid - Grin,1
1923,3.7,2376,74.09,https://solanart.io/search/?token=JBWBdVVmRgjUG1Q4yJijdSLRwMqgxTkgrUaSLkSRcCWY,Green,Fishing Vest,,Scarred Green - Smirk,Trash Vipers,Paint Can,,Match Stick - Smirk,5
1939,21,8543,0,https://solanart.io/search/?token=wGbk2eXyewuyDP3aUGaN3QgHJer8NGwojxGzXvUupnU,Red,Knitted Vest,,Scarred Red - Smirk,No Traits,Lampshade,,Burnt Spoon - Smirk,4
1941,5,1637,63.18,https://solanart.io/search/?token=96krRaFRpDGFwk2wW4bHd1XU7MyDwppJJBF8ov2kE6tt,Black,Dress Shirt,,Scarred Black - Grin,Designer Glasses,Cardboard Box,,Cigar - Grin,5
1974,15,4422,0,https://solanart.io/search/?token=9TRyPEj3KWfztgj7hV2FjLNzzioiy2sGXsoecKcGYhe2,Yellow,Overalls,,Scarred Brown - Smirk,Reading Glasses,Trash Lid,,Rat Tail - Smirk,6
1983,1.8,13304,62.24,https://magiceden.io/item-details/FZx6oxs5ZHMKmg7md7yo7nGi3rpvy8YShBonH54jEBJv,Black,Overalls,,Black - Smirk,No Traits,Plunger,,No Traits,1
1995,3.5,10163,54.11,https://solanart.io/search/?token=PEg24czhLbZaxSPPFq7NMwCggAiCmGys3edatHk6aBG,Red,No Traits,,Red - Grin,No Traits,Takeout,,Dynamite - Grin,5
2006,30,11500,0,https://solanart.io/search/?token=9cbRuaTArxHbFBA8HEUncvqbU747mMFVYLA9SqmXtpiR,Black,Chain,,Black - Smirk,No Traits,Belt,,No Traits,5
2010,2.47,12261,58.49,https://solanart.io/search/?token=3V363aY8zGXa2JiKkJkqQBCXeWfN8uPgJRHNshzXX7rP,Blue,Knitted Vest,,Scarred Blue - Smirk,No Traits,No Traits,,Bird Foot - Smirk,1
2024,9,13661,0,https://solanart.io/search/?token=9cWksRNek7TcBGR1rArJmHMaLp5t6p7YuT15EUjVTHAm,Blue,No Traits,,Scarred Blue - Grin,No Traits,Tamberine,,No Traits,1
2034,5,14035,28.18,https://solanart.io/search/?token=BqBjZ2kuSfHpPWmbnBH588wXYzVCpZ2pCjAV2iNx4ys3,Blue,Knitted Vest,,Blue - Grin,No Traits,No Traits,,No Traits,5
2041,6.99,3634,37.64,https://solanart.io/search/?token=EEJBJPcxSMWHDsbHXEiJx48E7iwPtsFBMBKuhtGMcSc5,Black,Knitted Vest,,Black - Grin,Trash Vipers,Flat Cap,,No Traits,1
2043,16.9,5007,0,https://solanart.io/search/?token=9ee4AaZGNyoBEhV9qwapFPeGopkoq9Q2itB5vkDCVx9h,Blue,Dress Shirt,,Blue - Grin,No Traits,Flat Cap,,Bone - Grin,4
2080,2.18,11097,64.67,https://alpha.art/t/EHcgGaETvhYoDf511fZnbajnJqbzxMqwt3UGJEYZ4VXb,Purple,No Traits,,Scarred Purple - Grin,No Traits,Lampshade,,Bone - Grin,1
2089,99,7127,0,https://solanart.io/search/?token=B82b1HozuwPziaem6ZKDnbA2PHjHDGeSKvtu8uqfV4HG,Purple,Spacesuit,,Purple - Smirk,No Traits,No Traits,,Burnt Spoon - Smirk,2
2092,3.69,14099,41.1,https://solanart.io/search/?token=GWJGjHtWU5a9pe13ZgxzXQVoNnwu1FojnjmWt5rW5A6L,Black,No Traits,,Black - Smirk,No Traits,Cardboard Box,,No Traits,6
2093,21,4283,0,https://solanart.io/search/?token=5E1rHXzZX8gKWBLNPQhxbzoASeiRahLmLExZ7oBz6NFJ,Purple,Designer Jacket,,Purple - Grin,Designer Glasses,Boot,,No Traits,4
2108,42,13217,0,https://alpha.art/t/21MwGrU9rGwGbLsm6aj5S1THRmU8Yg2EnjnV2UMKkjrQ,Blue,No Traits,,Blue - Smirk,No Traits,Sombrero,,No Traits,1
2127,9.8,1857,14.56,https://solanart.io/search/?token=8aT49JkAJWDPA2tdkn1obqAMZwLuR3CFPXpw5GcjwU3k,Red,Bumbag,,Red - Smirk,Swimming Goggles,Headband,,Burnt Spoon - Smirk,4
2136,3.89,10333,49.73,https://solanart.io/search/?token=2BsrHdnd2j1kcdoDmLTdxhN37cGZZ8qm49FqWER4nSSv,Blue,T-Shirt,,Blue - Smirk,No Traits,Tamberine,,Rat Tail - Smirk,5
2149,7,6725,28.81,https://solanart.io/search/?token=ERHGHYEJ5gYL8fDsYsZVJ7sko1PWQqtnpRNMxWN1YPrc,Black,T-Shirt,,Scarred Black - Smirk,No Traits,Trash Lid,,Crayon Shiv - Smirk,1
2157,3,8355,64.21,https://solanart.io/search/?token=AicLr9RbTuSwYN3NNVitVPmEUYbWpTSrVFZwXzBqMSJJ,Purple,Singlet,,Purple - Grin,No Traits,Ice Cream,,Bone - Grin,2
2175,12,3155,0,https://solanart.io/search/?token=E6uS4RKuS26MFySsVXy8DgXiWqLH4sZS6j29D4xN6SUe,Purple,Denim Vest,,Scarred Purple - Smirk,No Traits,Sock,,Crayon Shiv - Smirk,4
2179,2,12295,63.09,https://magiceden.io/item-details/Anh83bZ8tJ2G7w8VneoeZq252WqniffZYzUq5jdsMYEN,Purple,Knitted Vest,,Scarred Purple - Smirk,No Traits,Belt,,No Traits,1
2182,22,9341,0,https://solanart.io/search/?token=7hicQyAt7LAhMH81exx2eHiMiYVztgiJkJgMApvUqEx8,Red,Crayon Farmer,,Red - Grin,No Traits,No Traits,,Bone - Grin,4
2216,15,9150,0,https://solanart.io/search/?token=HtPz8qmx4ythvv8RyDiuoW8tAJnzn2zuLueUUzRzMHen,Black,Open Shirt,,Black - Grin,No Traits,Cardboard Box,,Bone - Grin,4
2224,369,601,0,https://solanart.io/search/?token=4aj8a95ojkhzNcFb6Xi2UiVZ7BUzSoHMFMirCKBe6wng,Red,Admiral,,Red - Grin,No Traits,Tamberine,,Cigar - Grin,6
2225,10,8272,0,https://solanart.io/search/?token=BLDhH4JNCUdTkzy6T1FXgG7XKQNuwp3jHhdKrwqUyH2V,Red,Singlet,,Scarred Red - Grin,No Traits,Sombrero,,No Traits,1
2240,55,13267,0,https://solanart.io/search/?token=6ke74wK2bHTDMvb42enokCLi1R9ohMe3WSPj5cjxbyWb,Yellow,No Traits,,Brown - Smirk,No Traits,Trash Lid,,Burnt Spoon - Smirk,5
2242,4,7673,56.14,https://solanart.io/search/?token=8QqibtEBNoKh7kwycEVAwk1kctVi7Gijw5UQAj3zJzDb,Yellow,Knitted Vest,,Brown - Grin,Reading Glasses,No Traits,,Acid - Grin,1
2254,9.9,5644,2.87,https://solanart.io/search/?token=eACJRXuYMXFBH8Hz7PtVcxi6h34zNAcfFj8DpvVh6HX,Black,No Traits,,Antique - Smirk,Reading Glasses,Belt,,Match Stick - Smirk,6
2269,2.19,9858,68.07,https://alpha.art/t/DLWGGzotKvVxFQ5jNTv4fLPTF58a7ozWkLLz2U1ZBqHt,Black,Singlet,,Black - Grin,Reading Glasses,Trucker Cap,,No Traits,1
2273,5,8517,43.76,https://solanart.io/search/?token=51Y9vRVJuoA1wSJavxGsdpDFj63A9VpDAGfcQAAJrfNH,Yellow,Denim Vest,,Brown - Grin,No Traits,Headband,,Lollipop - Grin,3
2276,6,11334,25.8,https://solanart.io/search/?token=2RU4tEf4hxEMc7Vjgpy7UuuoRG7ZppdYJ19tUQF9b39V,Yellow,Denim Vest,,Brown - Smirk,No Traits,Trucker Cap,,Match Stick - Smirk,5
2285,30,4695,0,https://solanart.io/search/?token=DKSLWm9g3cbauKynZ32biYaabt3ZxtS82yfBzMRTaPQB,Yellow,T-Shirt,,Scarred Brown - Grin,No Traits,No Traits,,Dirty Fiat - Grin,6
2286,9,9029,2.31,https://solanart.io/search/?token=G1vvfMmCR5APfZFRrkmJDh1xhFHMKn1aYWZpCyAhFAPX,Green,Bandana,,Green - Grin,No Traits,Tamberine,,Bone - Grin,2
2304,3,9299,61.55,https://solanart.io/search/?token=76pbBGQRMEK1ns7qGMXwA3k9gZk5TJUgohYR5MQ9DbJx,Green,Bumbag,,Green - Smirk,No Traits,Pirate Hat,,Rat Tail - Smirk,1
2317,3.3,7119,64.7,https://solanart.io/search/?token=hjkEWKiVs8PtV3ZBpVdURpXv1fBwFZEj8fUaVLLy5ch,Red,Overalls,,Red - Smirk,No Traits,Trash Lid,,Crayon Shiv - Smirk,1
2324,9,7877,5.56,https://solanart.io/search/?token=9M7AHV2m3gyfkSu5hXU4rffbYVwhKWy4KeQe3WvAzpsB,Purple,Dress Shirt,,Scarred Purple - Smirk,No Traits,Pandos,,Burnt Spoon - Smirk,1
2327,10,2387,11.06,https://solanart.io/search/?token=GzXdeRA5LvegjKLsTPgJ1i1BTW1LiXSHP3XJkciftBHE,Yellow,Football Jersey - Red/Blue,,Brown - Grin,Designer Glasses,Plunger,,Dynamite - Grin,6
2360,222,607,0,https://solanart.io/search/?token=EjkBMvYpLXhb6cCRn51r5hM2XeiQrvGRCPzGXZbAvCVS,Red,Tweed Suit,,Scarred Red - Grin,No Traits,Flat Cap,,Smashed Bottle - Grin,3
2369,4,6097,60.59,https://solanart.io/search/?token=HyYJxFd7EHyjdqSHyNS9yTpyPUm3udFb8uxSVfNypdra,Green,T-Shirt,,Green - Smirk,No Traits,Sock,,Burnt Spoon - Smirk,1
2373,3.75,11724,47.2,https://solanart.io/search/?token=4U5YyoJxMavz9E1HnbBKLgEzinERyetmC6p2ZHHVTrqL,Green,Hoodie,,Green - Smirk,No Traits,Paper Bag,,No Traits,5
2395,72,311,0,https://solanart.io/search/?token=13qSYT74FFYBShX97oRM5jpQV1LAJ8x2Ev957bQQnBxH,Blue,Leather Jacket,,Scarred Blue - Smirk,Trash Vipers,Tomato Soup,,Joint - Smirk,3
2399,14,4697,0,https://solanart.io/search/?token=GQHWEZoeEM4GLEqxBWKJMNNCQ3wXHraobLSqzAqUvEed,Purple,Fishing Vest,,Purple - Smirk,Reading Glasses,Cardboard Box,,Burnt Spoon - Smirk,2
2407,3,8921,62.62,https://solanart.io/search/?token=2r1zRwUbUtB1EMfWx7U5WWVQTcqewsKNkLMygYQwuCbe,Yellow,No Traits,,Brown - Grin,No Traits,Boot,,Smashed Bottle - Grin,1
2409,5.89,7681,37.22,https://solanart.io/search/?token=9QNHovEZa9GHDoHSHmUE3JkvFrJhnkRytYvE9u35Vxbz,Blue,Knitted Vest,,Scarred Blue - Grin,Reading Glasses,No Traits,,Lollipop - Grin,1
2412,7,5620,31.93,https://solanart.io/search/?token=5UzUYG1bq9AZXL5WrBaaHXBJSPjddt6K63XJpgCxyC36,Blue,Denim Vest,,Blue - Smirk,Designer Glasses,No Traits,,War Medal - Smirk,5
2421,10,12907,0,https://solanart.io/search/?token=CTZymSpsE6CLUsXq7EPfHgCTVqAvXiMYQGMV2hCWdtWH,Red,Singlet,,Red - Grin,No Traits,Cardboard Box,,No Traits,5
2427,2.1,12806,60.65,https://alpha.art/t/FNiXpLbLPwKGtYfHkVMqPb9sGNcdf1HXo645pPRfGhiq,Green,Singlet,,Scarred Green - Smirk,No Traits,Trucker Cap,,No Traits,1
2465,6,2157,51.71,https://solanart.io/search/?token=46VcKLQa2haj1dPPY4v8wn1CsQV55xqpJcBsEWEbPcbw,Black,Dress Shirt,,Antique - Smirk,Reading Glasses,Road Cone,,Bird Foot - Smirk,1
2470,12,5247,0,https://solanart.io/search/?token=6TkhY8M1kgQjso2kPzq2MQnHEVMaDxxpAfKvu89sHkQ8,Red,Knitted Vest,,Scarred Red - Smirk,Designer Glasses,Trucker Cap,,Burnt Spoon - Smirk,1
2484,3.95,8689,53.77,https://solanart.io/search/?token=CssZgHo25WCAZeBmgxHgBA4TjWi2bNTa5piMGzPSRJi2,Black,Fishing Vest,,Scarred Black - Smirk,No Traits,Plunger,,Bird Foot - Smirk,5
2490,420,14153,0,https://alpha.art/t/ERGDhEC7NusaWTopxrjkFjxALjVACNX4R1yTbvrnojVJ,Black,No Traits,,Antique - Smirk,No Traits,No Traits,,No Traits,6
2498,299,10455,0,https://solanart.io/search/?token=GXcQKVRvMhQeDbeDiwAXfrSjBUdxg9ZQfp3TuUPPf92Z,Green,T-Shirt,,Green - Smirk,Designer Glasses,Paint Can,,No Traits,1
2499,6.969,3587,37.98,https://magiceden.io/item-details/AwCMKH3u5HPVnxdvGncWG6QUvcEb9dfYcKSirtdByGXx,Green,Singlet,,Scarred Green - Smirk,Reading Glasses,Lampshade,,Burnt Spoon - Smirk,3
2506,7,13775,8.91,https://solanart.io/search/?token=CgexRssVBvKpeEkqZKvxPRgdug2barf6wm9szmfFRVz5,Red,No Traits,,Red - Grin,No Traits,Pirate Hat,,No Traits,5
2509,7,9683,20.46,https://magiceden.io/item-details/22LmEmbcRFXtm19VEHBGCKNcm2tNHDG3hzFWNFL74iGJ,Blue,Denim Vest,,Blue - Smirk,No Traits,Pirate Hat,,Match Stick - Smirk,5
